month,unemployment_rate,COUNTYFP,cases_avg_per_100k,deaths_avg_per_100k,party
2021-02,7.0,17141,438.66,12.920000000000003,REPUBLICAN
2021-01,8.0,17141,1537.9400000000005,21.140000000000004,REPUBLICAN
2020-12,6.5,17141,2390.9600000000005,59.8,REPUBLICAN
2020-11,5.4,17141,2946.11,51.34,REPUBLICAN
2020-10,5.2,17141,1097.6000000000001,2.8000000000000007,REPUBLICAN
2020-09,6.3,17141,489.42999999999995,1.9600000000000002,REPUBLICAN
2020-08,7.8,17141,220.85000000000014,0.0,REPUBLICAN
2020-07,11.4,17141,231.3200000000001,1.9600000000000002,REPUBLICAN
2020-06,11.9,17141,94.48999999999997,2.5200000000000005,REPUBLICAN
2020-05,14.0,17141,211.01000000000008,5.770000000000001,REPUBLICAN
2020-04,15.6,17141,194.91999999999996,1.9600000000000002,REPUBLICAN
2020-03,4.4,17141,0.28,0.0,REPUBLICAN
2020-02,4.3,17141,,,REPUBLICAN
2020-01,5.6,17141,,,REPUBLICAN
2021-07,7.0,17143,115.63000000000001,3.2000000000000006,DEMOCRAT
2021-06,7.7,17143,63.06000000000001,6.640000000000001,DEMOCRAT
2021-05,6.8,17143,711.2799999999999,24.880000000000003,DEMOCRAT
2021-04,7.9,17143,2144.68,13.600000000000003,DEMOCRAT
2021-03,8.1,17143,779.76,7.730000000000002,DEMOCRAT
2021-02,8.2,17143,709.9000000000001,11.870000000000003,DEMOCRAT
2021-01,9.5,17143,1578.8600000000001,36.65000000000001,DEMOCRAT
2020-12,8.7,17143,2232.73,37.949999999999996,DEMOCRAT
2020-11,7.5,17143,2282.6300000000006,30.64,DEMOCRAT
2020-10,7.7,17143,752.5800000000002,14.080000000000005,DEMOCRAT
2020-09,9.2,17143,651.3899999999999,5.6800000000000015,DEMOCRAT
2020-08,10.7,17143,678.5899999999998,3.7600000000000007,DEMOCRAT
2020-07,13.9,17143,348.28000000000003,3.2800000000000016,DEMOCRAT
2020-06,15.7,17143,148.87,10.720000000000004,DEMOCRAT
2020-05,17.5,17143,73.46,3.360000000000001,DEMOCRAT
2020-04,18.9,17143,38.07999999999999,1.9400000000000004,DEMOCRAT
2020-03,5.0,17143,3.6799999999999997,0.0,DEMOCRAT
2020-02,4.6,17143,,,DEMOCRAT
2020-01,5.1,17143,,,DEMOCRAT
2021-07,6.2,17145,404.3,8.17,REPUBLICAN
2021-06,7.2,17145,64.87999999999998,0.0,REPUBLICAN
2021-05,5.0,17145,287.22,4.76,REPUBLICAN
2021-04,6.0,17145,134.09,0.0,REPUBLICAN
2021-03,6.0,17145,365.04999999999984,9.580000000000002,REPUBLICAN
2021-02,5.9,17145,950.77,12.269999999999998,REPUBLICAN
2021-01,6.8,17145,3880.9399999999996,62.85999999999997,REPUBLICAN
2020-12,6.2,17145,4759.85,132.51,REPUBLICAN
2020-11,5.4,17145,2823.5199999999995,31.410000000000004,REPUBLICAN
2020-10,5.8,17145,546.4200000000001,4.76,REPUBLICAN
2020-09,7.1,17145,332.18,34.14000000000001,REPUBLICAN
2020-08,8.4,17145,913.2700000000001,32.83000000000001,REPUBLICAN
2020-07,11.2,17145,217.89,3.4000000000000004,REPUBLICAN
2020-06,13.1,17145,38.480000000000004,1.36,REPUBLICAN
2020-05,20.1,17145,164.0800000000001,0.0,REPUBLICAN
2020-04,22.4,17145,53.94,0.0,REPUBLICAN
2020-03,4.2,17145,,,REPUBLICAN
2020-02,4.0,17145,,,REPUBLICAN
2020-01,4.4,17145,,,REPUBLICAN
2021-07,4.5,17147,244.33,0.0,REPUBLICAN
2021-06,4.3,17147,55.639999999999986,0.0,REPUBLICAN
2021-05,3.4,17147,512.2200000000001,0.0,REPUBLICAN
2021-04,3.9,17147,291.06000000000006,0.0,REPUBLICAN
2021-03,4.3,17147,463.13,0.0,REPUBLICAN
2021-02,4.4,17147,636.3400000000003,9.569999999999999,REPUBLICAN
2021-01,5.6,17147,1163.4000000000003,65.56,REPUBLICAN
2020-12,4.8,17147,1584.6800000000003,16.58,REPUBLICAN
2020-11,3.9,17147,3036.5,25.340000000000003,REPUBLICAN
2020-10,3.7,17147,793.6800000000004,5.24,REPUBLICAN
2020-09,4.3,17147,444.03000000000014,0.0,REPUBLICAN
2020-08,5.5,17147,269.9600000000001,0.0,REPUBLICAN
2020-07,7.4,17147,120.33,0.0,REPUBLICAN
2020-06,8.1,17147,77.73000000000002,0.0,REPUBLICAN
2020-05,8.7,17147,38.87999999999999,0.0,REPUBLICAN
2020-04,9.9,17147,42.79999999999999,0.0,REPUBLICAN
2020-03,2.8,17147,,,REPUBLICAN
2020-02,2.7,17147,,,REPUBLICAN
2020-01,3.2,17147,,,REPUBLICAN
2021-07,4.2,17149,1178.73,0.0,REPUBLICAN
2021-06,4.5,17149,198.45000000000005,0.92,REPUBLICAN
2021-05,3.5,17149,170.24000000000004,11.96,REPUBLICAN
2021-04,4.4,17149,312.58,6.44,REPUBLICAN
2021-03,4.8,17149,386.34999999999997,2.7600000000000002,REPUBLICAN
2021-02,4.9,17149,434.25,23.00000000000001,REPUBLICAN
2021-01,5.5,17149,1801.2,73.46000000000004,REPUBLICAN
2020-12,4.9,17149,2246.4500000000003,85.70000000000003,REPUBLICAN
2020-11,3.9,17149,3897.11,124.83000000000006,REPUBLICAN
2020-10,3.7,17149,1658.9,36.75,REPUBLICAN
2020-09,4.6,17149,402.98,6.44,REPUBLICAN
2020-08,5.6,17149,360.79,0.0,REPUBLICAN
2020-07,7.3,17149,59.68000000000003,0.0,REPUBLICAN
2020-06,8.4,17149,6.44,0.0,REPUBLICAN
2020-05,9.1,17149,0.0,0.0,REPUBLICAN
2020-04,11.5,17149,6.44,0.0,REPUBLICAN
2020-03,4.4,17149,,,REPUBLICAN
2020-02,4.2,17149,,,REPUBLICAN
2020-01,4.6,17149,,,REPUBLICAN
2021-07,5.1,17151,256.5,0.0,REPUBLICAN
2021-06,5.9,17151,106.02000000000002,0.0,REPUBLICAN
2021-05,4.5,17151,413.81999999999994,6.84,REPUBLICAN
2021-04,5.0,17151,232.56,17.1,REPUBLICAN
2021-03,5.7,17151,427.50000000000017,0.0,REPUBLICAN
2021-02,5.7,17151,518.1300000000001,0.0,REPUBLICAN
2021-01,6.8,17151,1829.7000000000003,47.88000000000002,REPUBLICAN
2020-12,5.4,17151,2171.7000000000007,0.0,REPUBLICAN
2020-11,5.0,17151,1241.4599999999998,0.0,REPUBLICAN
2020-10,5.0,17151,342.0,0.0,REPUBLICAN
2020-09,6.2,17151,307.79999999999995,3.42,REPUBLICAN
2020-08,7.5,17151,212.04000000000002,20.520000000000003,REPUBLICAN
2020-07,10.5,17151,167.58,0.0,REPUBLICAN
2020-06,12.9,17151,0.0,0.0,REPUBLICAN
2020-05,13.3,17151,23.940000000000005,0.0,REPUBLICAN
2020-04,15.2,17151,,,REPUBLICAN
2020-03,5.0,17151,,,REPUBLICAN
2020-02,4.4,17151,,,REPUBLICAN
2020-01,5.1,17151,,,REPUBLICAN
2021-07,9.5,17153,812.2900000000002,0.0,REPUBLICAN
2021-06,10.0,17153,154.46000000000004,0.0,REPUBLICAN
2021-05,8.0,17153,366.58,0.0,REPUBLICAN
2021-04,9.4,17153,147.76000000000005,0.0,REPUBLICAN
2021-03,10.4,17153,118.87000000000009,34.84,REPUBLICAN
2021-02,10.0,17153,780.59,40.2,REPUBLICAN
2021-01,11.6,17153,1587.87,10.72,REPUBLICAN
2020-12,9.6,17153,2699.1700000000005,8.040000000000001,REPUBLICAN
2020-11,8.9,17153,3049.9599999999996,18.76,REPUBLICAN
2020-10,8.7,17153,1242.4699999999998,0.0,REPUBLICAN
2020-09,10.0,17153,1127.35,0.0,REPUBLICAN
2020-08,11.9,17153,511.4700000000001,18.76,REPUBLICAN
2020-07,16.0,17153,399.91000000000014,0.0,REPUBLICAN
2020-06,16.1,17153,581.93,0.0,REPUBLICAN
2020-05,17.1,17153,564.9900000000001,0.0,REPUBLICAN
2020-04,20.4,17153,341.86,0.0,REPUBLICAN
2020-03,7.9,17153,,,REPUBLICAN
2020-02,6.9,17153,,,REPUBLICAN
2020-01,6.4,17153,,,REPUBLICAN
2021-07,4.6,17155,136.95,0.0,REPUBLICAN
2021-06,4.9,17155,9.96,0.0,REPUBLICAN
2021-05,4.5,17155,465.4900000000001,0.0,REPUBLICAN
2021-04,5.4,17155,515.3000000000002,0.0,REPUBLICAN
2021-03,6.2,17155,326.1100000000001,0.0,REPUBLICAN
2021-02,6.5,17155,756.6899999999999,19.92,REPUBLICAN
2021-01,7.2,17155,1007.7399999999998,49.800000000000026,REPUBLICAN
2020-12,6.0,17155,1323.0200000000004,0.0,REPUBLICAN
2020-11,5.0,17155,2514.1100000000006,0.0,REPUBLICAN
2020-10,4.8,17155,711.0299999999999,0.0,REPUBLICAN
2020-09,6.6,17155,724.36,0.0,REPUBLICAN
2020-08,7.2,17155,190.02000000000004,0.0,REPUBLICAN
2020-07,10.1,17155,123.66,0.0,REPUBLICAN
2020-06,11.7,17155,0.0,0.0,REPUBLICAN
2020-05,13.6,17155,39.01,0.0,REPUBLICAN
2020-04,17.6,17155,,,REPUBLICAN
2020-03,5.6,17155,,,REPUBLICAN
2020-02,5.7,17155,,,REPUBLICAN
2020-01,6.3,17155,,,REPUBLICAN
2021-07,4.7,17157,468.81,0.0,REPUBLICAN
2021-06,4.9,17157,71.04000000000002,3.6000000000000005,REPUBLICAN
2021-05,3.8,17157,132.22,5.85,REPUBLICAN
2021-04,4.4,17157,287.96000000000004,6.300000000000001,REPUBLICAN
2021-03,4.5,17157,243.23,13.949999999999992,REPUBLICAN
2021-02,4.8,17157,397.86000000000007,17.999999999999996,REPUBLICAN
2021-01,5.6,17157,1874.84,119.56000000000003,REPUBLICAN
2020-12,5.2,17157,3288.4400000000005,44.99,REPUBLICAN
2020-11,4.4,17157,2756.2700000000004,33.300000000000004,REPUBLICAN
2020-10,4.4,17157,1183.9499999999998,12.599999999999994,REPUBLICAN
2020-09,5.5,17157,736.7099999999999,12.599999999999998,REPUBLICAN
2020-08,6.5,17157,931.36,0.0,REPUBLICAN
2020-07,8.9,17157,435.1600000000001,0.0,REPUBLICAN
2020-06,10.2,17157,57.25000000000002,10.35,REPUBLICAN
2020-05,14.2,17157,478.24999999999983,8.55,REPUBLICAN
2020-04,16.5,17157,353.29999999999995,3.1500000000000004,REPUBLICAN
2020-03,3.1,17157,2.25,0.0,REPUBLICAN
2020-02,3.1,17157,,,REPUBLICAN
2020-01,3.5,17157,,,REPUBLICAN
2021-07,4.3,17159,298.34000000000003,0.0,REPUBLICAN
2021-06,4.6,17159,62.130000000000024,1.84,REPUBLICAN
2021-05,3.8,17159,253.09999999999994,4.6000000000000005,REPUBLICAN
2021-04,4.4,17159,323.54,6.44,REPUBLICAN
2021-03,4.6,17159,274.43,6.44,REPUBLICAN
2021-02,4.7,17159,296.4900000000001,6.44,REPUBLICAN
2021-01,5.4,17159,2066.46,84.69000000000004,REPUBLICAN
2020-12,5.0,17159,3422.9300000000007,89.30000000000003,REPUBLICAN
2020-11,4.4,17159,2549.9199999999996,10.120000000000001,REPUBLICAN
2020-10,4.5,17159,865.66,78.20000000000002,REPUBLICAN
2020-09,5.7,17159,942.0499999999998,21.16,REPUBLICAN
2020-08,6.4,17159,315.7300000000001,12.88,REPUBLICAN
2020-07,8.2,17159,63.49,0.0,REPUBLICAN
2020-06,9.2,17159,6.44,0.0,REPUBLICAN
2020-05,11.8,17159,0.0,0.0,REPUBLICAN
2020-04,15.4,17159,19.320000000000007,0.0,REPUBLICAN
2020-03,3.6,17159,,,REPUBLICAN
2020-02,3.2,17159,,,REPUBLICAN
2020-01,3.6,17159,,,REPUBLICAN
2021-07,5.1,17161,97.06,0.0,DEMOCRAT
2021-06,5.8,17161,55.04999999999998,6.299999999999999,DEMOCRAT
2021-05,5.1,17161,477.0799999999999,10.549999999999997,DEMOCRAT
2021-04,6.1,17161,637.9700000000001,6.200000000000001,DEMOCRAT
2021-03,6.6,17161,405.52,8.33,DEMOCRAT
2021-02,6.7,17161,493.07,12.430000000000001,DEMOCRAT
2021-01,7.9,17161,1044.16,50.6,DEMOCRAT
2020-12,6.9,17161,1781.2500000000002,72.67000000000002,DEMOCRAT
2020-11,5.9,17161,2893.22,28.05,DEMOCRAT
2020-10,6.5,17161,894.0099999999998,12.540000000000003,DEMOCRAT
2020-09,8.1,17161,637.8900000000001,17.710000000000004,DEMOCRAT
2020-08,9.1,17161,461.57000000000005,19.7,DEMOCRAT
2020-07,12.2,17161,430.42999999999995,1.3,DEMOCRAT
2020-06,14.0,17161,144.39,1.4000000000000004,DEMOCRAT
2020-05,17.8,17161,255.95,13.009999999999996,DEMOCRAT
2020-04,18.6,17161,225.45000000000002,5.400000000000002,DEMOCRAT
2020-03,4.7,17161,3.9099999999999993,0.0,DEMOCRAT
2020-02,4.4,17161,,,DEMOCRAT
2020-01,4.8,17161,,,DEMOCRAT
2021-07,6.4,17163,629.3100000000001,2.8800000000000012,DEMOCRAT
2021-06,6.8,17163,135.65000000000003,0.6600000000000001,DEMOCRAT
2021-05,5.6,17163,302.68,4.439999999999999,DEMOCRAT
2021-04,6.5,17163,387.24,6.23,DEMOCRAT
2021-03,6.7,17163,564.8599999999999,10.670000000000002,DEMOCRAT
2021-02,6.6,17163,814.11,17.39,DEMOCRAT
2021-01,7.6,17163,2070.1899999999996,50.14000000000001,DEMOCRAT
2020-12,6.9,17163,2333.3999999999996,32.91,DEMOCRAT
2020-11,6.4,17163,1992.5999999999997,14.47,DEMOCRAT
2020-10,6.9,17163,672.1200000000001,12.350000000000003,DEMOCRAT
2020-09,8.6,17163,643.88,6.210000000000002,DEMOCRAT
2020-08,9.9,17163,802.2800000000001,7.920000000000002,DEMOCRAT
2020-07,12.9,17163,630.7099999999999,6.450000000000001,DEMOCRAT
2020-06,14.5,17163,306.96,18.490000000000002,DEMOCRAT
2020-05,15.6,17163,290.73,24.8,DEMOCRAT
2020-04,16.2,17163,148.29000000000002,9.590000000000002,DEMOCRAT
2020-03,3.7,17163,9.0,0.6500000000000001,DEMOCRAT
2020-02,3.4,17163,,,DEMOCRAT
2020-01,3.8,17163,,,DEMOCRAT
2021-07,6.8,17165,472.37,0.0,REPUBLICAN
2021-06,7.5,17165,110.12,6.710000000000001,REPUBLICAN
2021-05,6.0,17165,240.21000000000004,10.37,REPUBLICAN
2021-04,6.8,17165,522.39,10.329999999999998,REPUBLICAN
2021-03,7.3,17165,575.28,16.449999999999996,REPUBLICAN
2021-02,7.0,17165,710.2900000000001,25.57999999999999,REPUBLICAN
2021-01,8.0,17165,1730.1800000000005,76.01,REPUBLICAN
2020-12,7.4,17165,2636.2999999999997,61.96,REPUBLICAN
2020-11,6.2,17165,2102.91,62.60999999999999,REPUBLICAN
2020-10,6.6,17165,1109.23,24.38999999999999,REPUBLICAN
2020-09,8.5,17165,760.0700000000002,3.6599999999999997,REPUBLICAN
2020-08,10.1,17165,318.06,10.979999999999999,REPUBLICAN
2020-07,13.1,17165,332.09,1.83,REPUBLICAN
2020-06,14.1,17165,6.710000000000001,0.0,REPUBLICAN
2020-05,16.7,17165,17.079999999999995,0.0,REPUBLICAN
2020-04,18.6,17165,11.589999999999998,0.0,REPUBLICAN
2020-03,5.3,17165,1.22,0.0,REPUBLICAN
2020-02,4.6,17165,,,REPUBLICAN
2020-01,5.3,17165,,,REPUBLICAN
2021-07,5.5,17167,259.24,2.719999999999999,REPUBLICAN
2021-06,6.1,17167,82.64999999999998,1.54,REPUBLICAN
2021-05,5.2,17167,424.08000000000004,3.2800000000000007,REPUBLICAN
2021-04,6.0,17167,655.1200000000001,3.2100000000000004,REPUBLICAN
2021-03,6.3,17167,415.5399999999999,6.120000000000001,REPUBLICAN
2021-02,6.2,17167,497.70000000000005,4.149999999999999,REPUBLICAN
2021-01,7.7,17167,1060.4,30.589999999999996,REPUBLICAN
2020-12,7.4,17167,1629.4599999999998,47.559999999999995,REPUBLICAN
2020-11,6.2,17167,2889.19,16.540000000000003,REPUBLICAN
2020-10,6.2,17167,939.2699999999999,10.050000000000002,REPUBLICAN
2020-09,7.4,17167,342.69,2.989999999999999,REPUBLICAN
2020-08,8.5,17167,456.1900000000001,2.8299999999999987,REPUBLICAN
2020-07,11.0,17167,238.94999999999996,0.42000000000000004,REPUBLICAN
2020-06,12.7,17167,33.300000000000004,1.6000000000000003,REPUBLICAN
2020-05,14.3,17167,112.13999999999999,11.590000000000007,REPUBLICAN
2020-04,15.0,17167,64.00999999999999,3.13,REPUBLICAN
2020-03,3.6,17167,4.99,0.6300000000000001,REPUBLICAN
2020-02,3.3,17167,,,REPUBLICAN
2020-01,3.7,17167,,,REPUBLICAN
2021-07,4.2,17169,449.58000000000004,0.0,REPUBLICAN
2021-06,4.1,17169,119.21999999999998,0.0,REPUBLICAN
2021-05,3.3,17169,901.28,29.539999999999996,REPUBLICAN
2021-04,3.8,17169,546.67,0.0,REPUBLICAN
2021-03,4.9,17169,189.49000000000004,0.0,REPUBLICAN
2021-02,4.9,17169,340.49,0.0,REPUBLICAN
2021-01,5.7,17169,1796.2399999999998,63.29999999999999,REPUBLICAN
2020-12,5.3,17169,4086.45,173.04000000000002,REPUBLICAN
2020-11,4.3,17169,2507.93,0.0,REPUBLICAN
2020-10,4.0,17169,760.6200000000002,14.769999999999998,REPUBLICAN
2020-09,4.5,17169,469.31000000000006,0.0,REPUBLICAN
2020-08,5.5,17169,94.61999999999998,0.0,REPUBLICAN
2020-07,7.9,17169,21.099999999999998,0.0,REPUBLICAN
2020-06,9.0,17169,18.99,0.0,REPUBLICAN
2020-05,9.7,17169,174.44000000000003,0.0,REPUBLICAN
2020-04,11.6,17169,16.88,0.0,REPUBLICAN
2020-03,4.2,17169,,,REPUBLICAN
2020-02,3.8,17169,,,REPUBLICAN
2020-01,4.4,17169,,,REPUBLICAN
2021-07,4.7,17171,349.15999999999997,0.0,REPUBLICAN
2021-06,4.8,17171,165.94999999999996,0.0,REPUBLICAN
2021-05,3.9,17171,310.01999999999987,0.0,REPUBLICAN
2021-04,4.9,17171,405.40999999999997,0.0,REPUBLICAN
2021-03,6.0,17171,186.14999999999995,0.0,REPUBLICAN
2021-02,6.5,17171,649.2299999999996,0.0,REPUBLICAN
2021-01,7.7,17171,2016.8700000000001,0.0,REPUBLICAN
2020-12,6.3,17171,1840.89,20.23,REPUBLICAN
2020-11,4.8,17171,2394.9,0.0,REPUBLICAN
2020-10,4.2,17171,652.1699999999998,0.0,REPUBLICAN
2020-09,4.6,17171,686.72,0.0,REPUBLICAN
2020-08,5.8,17171,758.8799999999999,0.0,REPUBLICAN
2020-07,8.4,17171,168.83999999999997,0.0,REPUBLICAN
2020-06,8.7,17171,,,REPUBLICAN
2020-05,10.2,17171,,,REPUBLICAN
2020-04,11.5,17171,,,REPUBLICAN
2020-03,4.9,17171,,,REPUBLICAN
2020-02,4.9,17171,,,REPUBLICAN
2020-01,5.4,17171,,,REPUBLICAN
2021-07,4.3,17173,173.88999999999993,0.0,REPUBLICAN
2021-06,4.5,17173,75.95999999999998,4.62,REPUBLICAN
2021-05,3.6,17173,223.78999999999996,0.0,REPUBLICAN
2021-04,4.2,17173,300.03000000000003,4.62,REPUBLICAN
2021-03,4.8,17173,346.04999999999995,9.24,REPUBLICAN
2021-02,5.0,17173,435.98999999999995,7.260000000000001,REPUBLICAN
2021-01,5.7,17173,1337.6099999999997,10.56,REPUBLICAN
2020-12,5.1,17173,1959.91,34.98,REPUBLICAN
2020-11,4.1,17173,2887.6500000000005,62.69999999999996,REPUBLICAN
2020-10,4.2,17173,1508.23,36.96,REPUBLICAN
2020-09,5.2,17173,950.92,10.01,REPUBLICAN
2020-08,6.4,17173,641.24,9.24,REPUBLICAN
2020-07,8.7,17173,124.11,0.0,REPUBLICAN
2020-06,9.5,17173,3.96,0.0,REPUBLICAN
2020-05,11.6,17173,29.150000000000006,3.3000000000000003,REPUBLICAN
2020-04,11.7,17173,53.9,1.32,REPUBLICAN
2020-03,3.4,17173,,,REPUBLICAN
2020-02,3.4,17173,,,REPUBLICAN
2020-01,3.9,17173,,,REPUBLICAN
2021-07,4.9,17175,304.86999999999995,18.689999999999998,REPUBLICAN
2021-06,5.6,17175,85.57,0.0,REPUBLICAN
2021-05,4.9,17175,435.93000000000023,18.689999999999998,REPUBLICAN
2021-04,5.8,17175,1280.9599999999998,0.0,REPUBLICAN
2021-03,6.8,17175,352.5800000000001,18.689999999999998,REPUBLICAN
2021-02,6.6,17175,668.5500000000001,24.03,REPUBLICAN
2021-01,7.9,17175,1375.01,50.790000000000006,REPUBLICAN
2020-12,6.9,17175,3471.1700000000005,280.79999999999995,REPUBLICAN
2020-11,5.3,17175,3072.25,0.0,REPUBLICAN
2020-10,4.7,17175,676.55,18.689999999999998,REPUBLICAN
2020-09,5.8,17175,806.3600000000001,37.38000000000001,REPUBLICAN
2020-08,6.3,17175,223.29999999999998,0.0,REPUBLICAN
2020-07,9.1,17175,141.43,0.0,REPUBLICAN
2020-06,9.9,17175,0.0,0.0,REPUBLICAN
2020-05,11.2,17175,37.41000000000001,0.0,REPUBLICAN
2020-04,13.3,17175,18.689999999999998,0.0,REPUBLICAN
2020-03,5.3,17175,,,REPUBLICAN
2020-02,5.2,17175,,,REPUBLICAN
2020-01,5.5,17175,,,REPUBLICAN
2021-07,5.2,17177,120.05999999999997,2.24,REPUBLICAN
2021-06,5.8,17177,73.41000000000001,1.28,REPUBLICAN
2021-05,4.9,17177,468.78000000000003,10.830000000000002,REPUBLICAN
2021-04,5.9,17177,778.23,4.4799999999999995,REPUBLICAN
2021-03,6.4,17177,396.17,10.24,REPUBLICAN
2021-02,6.6,17177,844.6700000000001,30.76000000000001,REPUBLICAN
2021-01,7.6,17177,1161.5500000000002,47.85000000000001,REPUBLICAN
2020-12,6.6,17177,1745.8099999999997,53.97,REPUBLICAN
2020-11,5.4,17177,2969.6300000000006,59.080000000000005,REPUBLICAN
2020-10,5.4,17177,1264.6,4.8,REPUBLICAN
2020-09,6.4,17177,332.91,0.0,REPUBLICAN
2020-08,7.4,17177,156.72,0.0,REPUBLICAN
2020-07,9.7,17177,98.58999999999999,2.24,REPUBLICAN
2020-06,9.9,17177,181.01,6.72,REPUBLICAN
2020-05,11.3,17177,423.28000000000014,4.48,REPUBLICAN
2020-04,13.4,17177,42.000000000000014,0.0,REPUBLICAN
2020-03,4.2,17177,5.12,0.0,REPUBLICAN
2020-02,4.1,17177,,,REPUBLICAN
2020-01,4.7,17177,,,REPUBLICAN
2021-07,4.8,17179,210.75999999999996,1.7600000000000007,REPUBLICAN
2021-06,5.4,17179,93.31000000000002,6.340000000000004,REPUBLICAN
2021-05,4.5,17179,548.34,25.039999999999985,REPUBLICAN
2021-04,5.3,17179,1586.79,17.500000000000004,REPUBLICAN
2021-03,5.7,17179,638.3000000000002,3.630000000000001,REPUBLICAN
2021-02,6.0,17179,722.1899999999999,13.02,REPUBLICAN
2021-01,7.0,17179,1836.8200000000002,56.43999999999997,REPUBLICAN
2020-12,6.3,17179,2665.01,65.35000000000002,REPUBLICAN
2020-11,5.3,17179,2878.96,32.419999999999995,REPUBLICAN
2020-10,5.3,17179,781.35,24.63000000000001,REPUBLICAN
2020-09,6.5,17179,547.2500000000001,12.479999999999997,REPUBLICAN
2020-08,7.7,17179,610.0400000000001,0.88,REPUBLICAN
2020-07,10.7,17179,133.41,0.55,REPUBLICAN
2020-06,12.3,17179,44.32999999999999,2.3100000000000005,REPUBLICAN
2020-05,14.5,17179,36.87,0.99,REPUBLICAN
2020-04,16.6,17179,56.09,2.31,REPUBLICAN
2020-03,4.3,17179,2.06,0.0,REPUBLICAN
2020-02,4.0,17179,,,REPUBLICAN
2020-01,4.5,17179,,,REPUBLICAN
2021-07,5.8,17181,1211.32,2.58,REPUBLICAN
2021-06,6.1,17181,175.79000000000005,6.0200000000000005,REPUBLICAN
2021-05,4.8,17181,233.58999999999997,0.0,REPUBLICAN
2021-04,5.7,17181,64.49,6.0200000000000005,REPUBLICAN
2021-03,6.7,17181,274.38,21.479999999999997,REPUBLICAN
2021-02,6.6,17181,715.8599999999999,38.629999999999995,REPUBLICAN
2021-01,7.6,17181,2668.7800000000007,14.620000000000003,REPUBLICAN
2020-12,6.4,17181,2797.4300000000003,18.919999999999995,REPUBLICAN
2020-11,5.4,17181,2186.68,14.620000000000003,REPUBLICAN
2020-10,5.4,17181,1770.2999999999995,6.0200000000000005,REPUBLICAN
2020-09,6.1,17181,598.7699999999998,2.58,REPUBLICAN
2020-08,7.5,17181,860.41,15.479999999999997,REPUBLICAN
2020-07,10.6,17181,553.31,14.620000000000001,REPUBLICAN
2020-06,11.8,17181,276.6899999999999,60.04,REPUBLICAN
2020-05,13.1,17181,835.2399999999999,51.46999999999999,REPUBLICAN
2020-04,14.4,17181,56.60999999999999,0.0,REPUBLICAN
2020-03,5.8,17181,,,REPUBLICAN
2020-02,5.3,17181,,,REPUBLICAN
2020-01,5.8,17181,,,REPUBLICAN
2021-07,6.5,17183,258.55,13.610000000000001,REPUBLICAN
2021-06,7.0,17183,202.16999999999996,11.760000000000002,REPUBLICAN
2021-05,5.8,17183,912.6700000000001,5.13,REPUBLICAN
2021-04,6.5,17183,465.20000000000005,12.82,REPUBLICAN
2021-03,6.9,17183,431.83,8.710000000000006,REPUBLICAN
2021-02,6.9,17183,791.6200000000002,16.779999999999994,REPUBLICAN
2021-01,8.0,17183,2268.5199999999995,42.95999999999999,REPUBLICAN
2020-12,7.3,17183,3196.4700000000003,53.42999999999999,REPUBLICAN
2020-11,6.4,17183,2604.92,49.980000000000004,REPUBLICAN
2020-10,6.7,17183,1381.29,8.92,REPUBLICAN
2020-09,7.8,17183,585.87,1.3299999999999998,REPUBLICAN
2020-08,8.9,17183,192.08999999999997,1.3299999999999998,REPUBLICAN
2020-07,11.4,17183,166.64,0.0,REPUBLICAN
2020-06,12.6,17183,27.899999999999995,1.3299999999999998,REPUBLICAN
2020-05,14.8,17183,41.41,0.95,REPUBLICAN
2020-04,17.0,17183,18.140000000000004,0.38,REPUBLICAN
2020-03,4.3,17183,,,REPUBLICAN
2020-02,4.1,17183,,,REPUBLICAN
2020-01,4.6,17183,,,REPUBLICAN
2021-07,4.2,17185,1057.72,0.0,REPUBLICAN
2021-06,4.9,17185,100.44000000000001,0.0,REPUBLICAN
2021-05,4.0,17185,107.59999999999997,0.0,REPUBLICAN
2021-04,4.6,17185,114.71000000000001,0.0,REPUBLICAN
2021-03,5.2,17185,288.10999999999996,0.0,REPUBLICAN
2021-02,5.0,17185,524.5200000000001,0.0,REPUBLICAN
2021-01,5.9,17185,2066.56,30.999999999999982,REPUBLICAN
2020-12,5.2,17185,4115.81,29.759999999999987,REPUBLICAN
2020-11,4.6,17185,2651.72,22.32,REPUBLICAN
2020-10,4.6,17185,811.04,26.03999999999999,REPUBLICAN
2020-09,5.6,17185,503.43,12.4,REPUBLICAN
2020-08,6.5,17185,714.4599999999999,19.83,REPUBLICAN
2020-07,9.6,17185,34.72,0.0,REPUBLICAN
2020-06,10.8,17185,173.59999999999997,0.0,REPUBLICAN
2020-05,14.8,17185,8.68,0.0,REPUBLICAN
2020-04,26.5,17185,17.57,0.0,REPUBLICAN
2020-03,3.6,17185,,,REPUBLICAN
2020-02,3.1,17185,,,REPUBLICAN
2020-01,3.1,17185,,,REPUBLICAN
2021-07,4.5,17187,126.97000000000001,5.949999999999999,REPUBLICAN
2021-06,5.0,17187,153.81999999999996,9.349999999999998,REPUBLICAN
2021-05,3.8,17187,378.25,8.499999999999998,REPUBLICAN
2021-04,4.5,17187,482.5800000000001,8.499999999999998,REPUBLICAN
2021-03,5.1,17187,92.47,6.799999999999999,REPUBLICAN
