date,changecolor,cases_avg_per_100k,segmentname
2020-06-13,#030D97,20.60282051282051,Stayed Democrat
2020-06-13,#11A3D6,1.3869999999999998,To Democrat
2020-06-13,#556B2F,0.5824999999999999,To other
2020-06-13,#970D03,4.933830721003131,Stayed Republican
2020-06-13,#AB5A68,5.66,To Republican
2020-06-14,#030D97,21.75410256410256,Stayed Democrat
2020-06-14,#11A3D6,1.2259999999999998,To Democrat
2020-06-14,#556B2F,0.6024999999999999,To other
2020-06-14,#970D03,4.985015673981179,Stayed Republican
2020-06-14,#AB5A68,6.123333333333332,To Republican
2020-06-15,#030D97,22.804786324786324,Stayed Democrat
2020-06-15,#11A3D6,1.1649999999999998,To Democrat
2020-06-15,#556B2F,0.44166666666666665,To other
2020-06-15,#970D03,5.03698561601,Stayed Republican
2020-06-15,#AB5A68,7.463333333333334,To Republican
2020-06-16,#030D97,21.82264957264958,Stayed Democrat
2020-06-16,#11A3D6,1.036,To Democrat
2020-06-16,#556B2F,0.3841666666666667,To other
2020-06-16,#970D03,5.2499062499999924,Stayed Republican
2020-06-16,#AB5A68,7.84,To Republican
2020-06-17,#030D97,21.39752136752136,Stayed Democrat
2020-06-17,#11A3D6,1.0989999999999998,To Democrat
2020-06-17,#556B2F,0.3266666666666667,To other
2020-06-17,#970D03,5.2768062499999955,Stayed Republican
2020-06-17,#AB5A68,9.173333333333334,To Republican
2020-06-18,#030D97,21.64410256410256,Stayed Democrat
2020-06-18,#11A3D6,1.012,To Democrat
2020-06-18,#556B2F,0.24916666666666668,To other
2020-06-18,#970D03,5.408469706433477,Stayed Republican
2020-06-18,#AB5A68,10.076666666666668,To Republican
2020-06-19,#030D97,18.49555555555555,Stayed Democrat
2020-06-19,#11A3D6,1.178,To Democrat
2020-06-19,#556B2F,0.30083333333333334,To other
2020-06-19,#970D03,5.593243917654393,Stayed Republican
2020-06-19,#AB5A68,9.906666666666666,To Republican
2020-06-20,#030D97,13.781355932203388,Stayed Democrat
